title_kor,year,genre_list,play_time,director,justwatch_rating,imdb_rating,imdb_rating_average,imdb_vote_count,synopsis,poster_src
택시 드라이버,-1976,"['드라마 , 범죄']",1시간 54분,Martin Scorsese,90%,8.2 (781k),8.2,7810,트래비스(로버트 드 니로)는 베트남전에서 귀환한 후 불면증에 시달리며 사회에 적응하지 못하고 있다. 그래서 그는 택시 운전기사로 일하며 뉴욕의 밤거리를 다니며 타락한 사회를 보고 자신이 직접 이 악들을 제거하려고 마음 먹는다. 어느 날 트래비스는 우연히 12살 짜리 창녀 아이리스(조디 포스터)를 만나게 되고 그녀의 인생을 구하려 하지만 그녀는 집으로 돌아가길 꺼려 한다. 자신은 아무 것도 할 수 없다는 생각에 무기력해진 트래비스는 4개의 권총을 구입하고 상원의원 팔렌타인을 저격하러 나선다. 하지만 엉뚱하게도 사창가에서 피비린내 나는 총격전을 벌인 끝에 아이리스를 묶어두고 있던 포주 스포츠를 살해하고 마는데...,https://images.justwatch.com/poster/240814545/s592
러브 하드,-2021,"['코미디 , 로맨스']",1시간 44분,Hern?n Jim?nez,75%,6.3 (45k),6.3,450,"기나긴 데이트 경력에도 연애 운이 따라주지 않는 여자. 이번엔 완벽한 짝을 찾았다. 9시간 비행? 운명의 상대를 만나려면 그쯤이야. 근데 드디어 나타난 남자, 사진 속 그 남자가 아니다?",https://images.justwatch.com/poster/254010813/s592
튤립 피버,-2017,"['로맨스 , 드라마 , 역사']",1시간 47분,Justin Chadwick,71%,6.2 (20k),6.2,200,"젊고 아름다운 여인 ‘소피아’ (알리시아 비칸데르)  그녀의 남편 거상 ‘코르넬리스’ (크리스토프 왈츠)  그리고, 이들의 초상화를 그리는 매력적인 화가 ‘얀’ (데인 드한)  17세기 암스테르담  튤립 열풍보다 더 뜨겁고 치명적인 사랑과  위험한 거짓을 그린 클래식 로맨스",https://images.justwatch.com/poster/35455002/s592
잭 리처: 네버 고 백,-2016,"['액션 , 범죄 , 스릴러 , 드라마']",1시간 58분,Edward Zwick,68%,6.2 (151k),6.2,1510,군사 스파이 혐의로 자신의 후임인 수잔 터너 소령이 체포되자  잭 리처만이 그녀의 무죄를 확신하고 탈출을 돕는다. 사건의 진실을 파헤치던 중 관련된 사람들이 잇따라 살해 당하기 시작하고  잭 리처는 이 모든 사건의 배후에 누군가가 존재한다는 것을 알게 되는데...,https://images.justwatch.com/poster/180760017/s592
부산행,-2016,"['공포 , 스릴러 , 액션']",1시간 58분,Yeon Sang-ho,86%,7.6 (201k),7.6,2010,"별거 중인 펀드 매니저 석우는 소원해진 딸 수안의 생일 소원을 들어주기 위해 아내가 있는 부산행 KTX에 오른다. 이내 열차는 좀비의 침투와 감염으로 아수라장으로 변하고, 전국적 재난 뉴스를 차내에서 접한 승객들의 생존가능성은 유일하게 초기 대응에 성공한 도시 부산까지 살아남은 채 도착할 수 있느냐에 달리게 된다. 열차에 몸을 실은 석우와 딸 수안, 상화와 성경 커플, 고등학생 영국, 진희, 그리고 노숙자와 중년의 비즈니스맨 용석은 감염된 사람들의 공격을 피해 열차 안에서 사투를 벌인다.",https://images.justwatch.com/poster/187605738/s592
배트맨 대 슈퍼맨: 저스티스의 시작,-2016,"['판타지 , 액션 , 드라마 , SF']",2시간 32분,Zack Snyder,70%,6.4 (666k),6.4,6660,슈퍼맨과 조드 장군의 격렬한 전투 이후 메트로폴리스는 파괴되었고 슈퍼맨은 세계 최고 논쟁의 인물이 되어 버린다. 검증되지 않은 신과 같은 능력을 지닌 슈퍼맨의 등장에 사람들은 두려움에 빠지게 된다. 한편 배트맨은 그 동안 타락했던 많은 자들처럼 슈퍼맨 역시 언젠가 타락을 할 것이라 생각하며 사회에서 가장 위험한 존재로 여긴다. 세계의 미래를 위해 무모하고 제어할 수 없는 힘을 가진 슈퍼맨으로 인해 벌어졌던 일들을 바로 잡으려 한다. 배트맨과 슈퍼맨이 격돌하는 사이 인류를 위협할 새로운 위기가 빠르게 부상하기 시작하는데...,https://images.justwatch.com/poster/244712369/s592
프리키 데스데이,-2020,"['공포 , 스릴러 , 판타지 , 코미디']",1시간 42분,Christopher Landon,73%,6.4 (49k),6.4,490,"평범 이하, 존재감 제로 고등학생 밀리가 우연히 중년의 싸이코 살인마와 몸이 바뀌게 되면서 벌어지는 예측불가 호러테이닝 영화",https://images.justwatch.com/poster/224935112/s592
써니,-2011,"['드라마 , 코미디']",2시간 4분,Kang Hyung-chul,85%,7.8 (5k),7.8,50,"전라도 벌교 전학생 나미는 긴장하면 터져 나오는 사투리 탓에 첫날부터 날라리들의 놀림감이 된다. 이때 범상치 않는 포스의 친구들이 어리버리한 그녀를 도와주는데… 그들은 진덕여고 의리짱 춘화, 쌍꺼풀에 목숨 건 못난이 장미, 욕배틀 대표주자 진희, 괴력의 다구발 문학소녀 금옥, 미스코리아를 꿈꾸는 사차원 복희 그리고 도도한 얼음공주 수지. 나미는 이들의 새 멤버가 되어 경쟁그룹 ‘소녀시대’와의 맞짱대결에서 할머니로부터 전수받은 사투리 욕 신공으로 위기상황을 모면하는 대활약을 펼친다. 일곱 명의 단짝 친구들은 언제까지나 함께 하자는 맹세로 칠공주 ‘써니’를 결성하고 학교축제 때 선보일 공연을 야심차게 준비하지만 축제 당일, 뜻밖의 사고가 일어나 뿔뿔이 흩어지게 된다.",https://images.justwatch.com/poster/8825644/s592
나는 전설이다,-2007,"['스릴러 , 드라마 , SF , 액션']",1시간 41분,Francis Lawrence,80%,7.2 (728k),7.2,7280,바이러스 감염으로 전 인류가 사망하고 홀로 뉴욕에 살아 남은 과학자 로버트 네빌(윌 스미스). 혹시라도 있을 다른 생존자를 찾아 절박한 심정으로 네빌은 3년 동안 방송을 송신해 왔다. 마침내 그는 혼자가 아니라는 것을 알게 되는데...,https://images.justwatch.com/poster/253055784/s592
로맨틱 홀리데이,-2006,"['코미디 , 로맨스 , Made in Europe']",2시간 18분,Nancy Meyers,77%,6.9 (277k),6.9,2770,"새로운 인생을 위한 크리스마스 여행낯선 곳에서 운명적인 사랑이 시작된다!L.A에서 잘 나가는 영화예고편 제작회사 사장인 아만다(카메론 디아즈)는 아름다운 외모에 넘쳐나는 돈, 화려한 인맥 등 누가 봐도 성공한 여자다.부족할 것 없는 그녀에게도 골칫거리가 있었는데 그건 바로 맘처럼 되지 않는 연애문제.같은 회사에 근무하던 남자친구는 회사의 어린 직원과 바람이 나고, 그녀는 이 모든 상황이 끔찍하기만 하다.영국 전원의 예쁜 오두막집에 ..",https://images.justwatch.com/poster/15243382/s592
황제를 위하여,-2014,"['스릴러 , 액션 , 범죄']",1시간 44분,Park Sang-Joon,66%,5.7,5.7,1,"촉망 받는 야구선수였지만 승부조작에 연루된 후 모든 것을 잃게 된 ‘이환’(이민기).  빠져 나갈 곳 없는 인생의 밑바닥에서 이환은  사채업과 도박판을 주름 잡는 부산 최대 규모의 조직,  황제 캐피탈의 대표 ‘상하’(박성웅)를 만나게 된다.  돈 앞에선 냉정하지만  자신의 식구들은 의리와 신뢰로 이끄는 상하.  이환의 잠재력을 본능적으로 알아 본 상하는  다른 조직원들의 우려와 반대에도 불구하고, 그를 자신의 세계로 끌어들인다.  이긴 놈만 살아남는 도박판 같은 세상.  상하의 절대적인 신임 속에서 이환은  타고난 승부근성과 거침없는 행보로 점점 자신의 영역을 넓히고,  감춰두었던 야망을 키워가는데…!",https://images.justwatch.com/poster/178491695/s592
스테이트 오브 플레이,-2009,"['스릴러 , 드라마 , 범죄 , Made in Europe']",2시간 7분,Kevin Macdonald,78%,7.1 (149k),7.1,1490,"떠오르는 스타 정치인인 국회의원 스티븐 콜린스의 보좌관이자 숨겨진 애인인 소냐가 지하철에서 의문의 죽음을 당하는 사건이 발생한다. 모든 언론이 정치인과 보좌관의 은밀한 관계를 알리는 자극적인 기사를 싣는 가운데, 워싱턴 글로브 지의 기자 칼 맥아프리는 오랜 친구인 콜린스가 위원장으로 참여하고 있는 방위예산위원회의 활동이 이 살해사건이 관계가 있음을 알게된다. 편집장 카메론의 지시로 인터넷 담당 초보기자 델라 프라이를 데리고 사건의 진실을 파헤쳐가는 칼은 거대방위산업체의 음모와 마주치게 된다. 점점 더 거대해져가는 사건에 자신의 목숨이 받는 상황에서도 칼은 진실에 한걸음씩 다가가는데…",https://images.justwatch.com/poster/15055710/s592
벌새,-2019,['드라마'],2시간 15분,Kim Bora,80%,7.4 (2k),7.4,20,"성수대교가 무너졌던 1994년, 중학생 은희는 방앗간을 하는 부모님 그리고 언니, 오빠와 함께 살고 있다. 온 가족이 자신들의 문제와 싸우고 있을 동안, 은희는 오지 않을 사랑을 찾아 섬처럼 떠다닌다. 이런 은희의 삶에, 그녀를 이해해주는 유일한 어른이 찾아온다.",https://images.justwatch.com/poster/240570797/s592
아웃사이드 더 와이어,-2021,"['SF , 판타지 , 액션']",1시간 54분,Mikael H?fstr?m,68%,5.4 (40k),5.4,400,가까운 미래 치열한 접전 지역. 드론 조종사가 원치 않게 이곳에 파견된다. 그의 지휘관은 기밀 속 존재인 사이보그. 둘은 함께 핵 공격을 막는 위험한 임무에 뛰어든다.,https://images.justwatch.com/poster/241133996/s592
"다만, 널 사랑하고 있어",-2006,"['드라마 , 로맨스']",1시간 56분,Takehiko Shinjo,81%,7.4 (3k),7.4,30,"단 한번의 사랑, 단 한번의 키스 그때, 너에게 조금은 사랑이 있었을까?  2년의 세월이 흘렀다. 갑자기 떠난 시즈루(미야자키 아오이). 2년 후 그녀에게서 온 편지를 들고 마코토(타마키 히로시)는 크리스마스로 들뜬 뉴욕으로 왔다. 그러나 그를 보러 온 건 미유키(쿠로키 메이사)였다. 과연 그녀에겐 무슨 일이 있는 것일까?  6년 전, 대학 입학식 날. 번잡한 횡단보도를 건너려는 시즈루와 마주친 마코토. “여기선 건널 수 없으니까 저쪽에서 건너는 게 좋을 거야” 마코토는 조금은 별난 행동을 하는 그녀를 향해 셔터를 누른다.  둘 만의 숲. 늘 약 냄새가 난다고 생각하는 마코토, 냄새를 잘 못 맡는 시즈루. 둘은 친구가 되고, 매일 캠퍼스 뒷 숲에서 사진을 찍는다. 그러나 시즈루를 여자로 보지 않는 마코토는 퀸카 미유키를 짝사랑하고 있다. 시즈루는 성숙한 여자가 되기로 결심한다. “앞으로 성장해 마코토가 놀랄 정도로 괜찮은 여자가 될 거야. 그 때 후회해도 몰라.”  생일 선물. “생일선물로 나와 키스해 줄래? 콘테스트 사진 모델로 말이야.” 시즈루의 엉뚱한 부탁으로 첫 키스를 하게 되는 두 사람. 시즈루는 혼자 말하듯 내뱉는다. ‘마코토…방금 전 그 때, 조금은 사랑이 있었을까’ 그 날 밤 그녀는 “안녕, 그 동안 고마웠어” 란 짧은 메모만 남기고 사라져 버린다.",https://images.justwatch.com/poster/179481974/s592
굿타임,-2017,"['스릴러 , 범죄 , 드라마']",1시간 41분,"Benny Safdie ,  Josh Safdie",80%,7.4 (109k),7.4,1090,"지적장애 동생 ‘닉’과 그의 형 ‘코니’ 코니는 그들에게 비참함을 안겨주는 뉴욕을 떠나 새로운 삶을 찾으려 은행 털이를 결심한다. 하지만 현금 2만 달러를 들고 도주하던 형제는 그들의 계획이 엉망이 되었음을 깨닫고, 동생은 홀로 구치소에 수감된다. 코니는 경찰의 수사망을 따돌리고 동생을 구하기 위해, 또 형제를 옥죄는 뉴욕으로부터 탈출하기 위해 촌각을 다투는 사투를 벌이는데...",https://images.justwatch.com/poster/44456192/s592
러브 & 드럭스,-2010,"['드라마 , 로맨스 , 코미디']",1시간 52분,None,77%,6.7 (188k),6.7,1880,"타고난 바람둥이 제이미(제이크 질렌할 분)는 넘치는 바람기 때문에 다니던 직장에서 해고를 당한다. 제약회사에 영업사원으로 취직한 제이미는 자신의 매력을 100% 활용, 병원을 상대로 영업에 나선다. 얽매이길 싫어하는 자유로운 영혼의 소유자인 매기(앤 헤서웨이 분). 그녀는 진지한 사랑에 빠지길 두려워하며 가벼운 관계만을 쫓아 하룻밤 상대로 남자들을 고른다.  병원에 영업차 갔던 제이미는 그곳에서 환자인 매기를 우연히 만나게 되고 장난스럽고 유쾌한 제이미의 연애신청이 싫지 않은 매기는 진지한 사랑보다는 몇 시간을 함께 보낼 잠자리 친구로 지내자고 제안한다.  한편, 화이자가 개발한 비아그라가 선풍적인 인기를 끌면서 제이미는 업계에서 승승장구하게 된다. 몸으로 하는 사랑(?)엔 쿨하고 마음으로 하는 사랑은 싫은 두 사람은 시간이 지날수록 서로의 매력에 이끌리게 되고 제이미는 매기에게 사랑을 고백하지만 그녀는 받아들이지 않는데……",https://images.justwatch.com/poster/14427624/s592
발레리안: 천 개 행성의 도시,-2017,"['액션 , 판타지 , SF , 가족 , Made in Europe']",2시간 16분,Luc Besson,74%,6.5 (175k),6.5,1750,"수천 종의 외계종족이 평화롭게 살고 있는 28세기의 우주. 에이전트 발레리안과 로렐린에게 30년 전 사라진 행성 뮐의 마지막 남은 컨버터를 되찾아 오라는 미션이 내려진다. 그들은 키리안 행성에서 컨버터가 거래되고 있다는 정보를 입수하지만, 뜻하지 않게 외계종족의 표적이 되어버린다. 가까스로 컨버터를 구출해 낸 그들은 우주수호부의 본거지 알파로 향하고, 제한된 시간 안에 평화를 위협하는  레드존에 진입해 위협 요소를 제거해야 하는 새로운 임무를 받게 된다. 하지만 이 모든 사건이 자신들이 구출한 컨버터와 연계되어 있다는 사실을 알게 되는데...",https://images.justwatch.com/poster/13629986/s592
Cem Yılmaz: Diamond Elite Platinum Plus,-2021,['코미디'],1시간 34분,Cem Yılmaz,69%,6.7 (4k),6.7,40,"In an irreverent but heartfelt stand-up show, Turkish comedian Cem Yılmaz shares stories about childhood, social media and Turks on holiday abroad.",https://images.justwatch.com/poster/259791892/s592
셜록 홈즈,-2009,"['액션 , 범죄 , 스릴러']",2시간 9분,Guy Ritchie,82%,7.6 (613k),7.6,6130,"CHAPTER1. 세기의 명탐정_“범죄는 흔하다. 그러나 논리는 흔치 않다” 셜록 홈즈(로버트 다우니 주니어), 천재적인 추리 능력과 주먹의 힘까지 갖추고 친구 왓슨 박사(주드 로)와 함께 치밀하게 얽힌 미스터리 속에서 진실을 찾아내는 명탐정. 그에게 이제껏 경험하지 못했던 최대의 위협이자 지금껏 그토록 갈구했던 진정한 모험이 몰려오고 있었다.  CHAPTER2. 예고된 살인_“홈즈, 당신과 나는 자연 법칙을 뒤집어 놓을 여정에 올랐소”다섯 명의 여인들이 종교 의식의 제물로 끔찍하게 살해되는 사건이 잇따라 발생하고, 홈즈와 왓슨은 간발의 차이로 마지막 희생자가 될뻔한 여인을 구한다. 범인은 비밀 종교집단 소속의 블랙우드(마크 스트롱). 붙잡힌 블랙우드는 사형 집행일이 다가올수록 강력한 어둠의 힘을 발휘하고, 자신의 죽음은 계획의 일부에 지나지 않는다며 홈즈에게 경고한다.  CHAPTER3. 죽은 자의 부활_“증거 없는 이론은 위험하네. 사실을 이론에 맞추려 들테니” 블랙우드의 경고는 현실로 나타나고, 죽었던 그의 부활은 도시 전체를 공포 속에 몰아넣는다. 그러나 이것은 홈즈에게는 게임의 시작일 뿐. 블랙우드의 치명적인 음모를 저지하기 위해 홈즈와 왓슨은 고대의 신비한 주술과 현대의 경이로운 신기술이 혼재한 세계로 뛰어든다.  CHAPTER4. 진정한 목적_“가장 사소한 단서가 가장 중요한 증거가 되는 법이지”그러나 홈즈가 해결해야 할 것은 사건만이 아니었다. 그의 앞에 헤어진 연인 아이린(레이철 맥아담스)이 등장해 적인지 아닌지 모호한 행동으로 그를 더욱 혼란에 빠뜨린다.  한편, 최강의 콤비 플레이로 사건을 파헤치던 홈즈와 왓슨은 단서들이 공통의 연결고리로 어떤 징후를 나타낸다는 것을 발견하고, 이것이 세상을 파멸시킬 거대한 음모였음을 알게 되는데… 정확한 논리를 무기로, 일격의 주먹을 방어막으로, 세상을 구할 홈즈의 추리가 시작된다!",https://images.justwatch.com/poster/184888895/s592
